rec_id,sub_id,filename,eye1_x,eye1_y,eye2_x,eye2_y,nose_x,nose_y,mouth_x,mouth_y
nd1R13151,nd1S02463,nd1/Fall2002/2002-323/02463d241.JPG,750.0,420.0,855.0,423.0,808.0,471.0,804.0,524.0
nd1R15610,nd1S02463,nd1/Spring2003/02463d253.jpg,776.0,769.0,1079.0,756.0,941.0,885.0,954.0,1057.0
nd1R15609,nd1S02463,nd1/Spring2003/02463d252.jpg,763.0,774.0,1066.0,768.0,921.0,889.0,926.0,1058.0
nd1R15606,nd1S02463,nd1/Spring2003/02463d249.jpg,802.0,444.0,939.0,449.0,870.0,505.0,868.0,580.0
nd1R15605,nd1S02463,nd1/Spring2003/02463d248.jpg,793.0,439.0,930.0,446.0,861.0,503.0,855.0,581.0
nd1R17896,nd1S02463,nd1/Spring2003/02463d261.jpg,1119.0,372.0,1281.0,375.0,1204.0,442.0,1206.0,527.0
nd1R17897,nd1S02463,nd1/Spring2003/02463d262.jpg,1150.0,363.0,1312.0,373.0,1229.0,438.0,1229.0,527.0
nd1R17899,nd1S02463,nd1/Spring2003/02463d264.jpg,789.0,611.0,1117.0,620.0,966.0,731.0,968.0,898.0
nd1R17898,nd1S02463,nd1/Spring2003/02463d263.jpg,761.0,594.0,1092.0,592.0,927.0,690.0,934.0,881.0
nd1R20504,nd1S02463,nd1/Spring2003/02463d280.jpg,684.0,766.0,1032.0,767.0,863.0,927.0,866.0,1097.0
nd1R20503,nd1S02463,nd1/Spring2003/02463d279.jpg,731.0,786.0,1073.0,795.0,913.0,959.0,912.0,1129.0
nd1R20500,nd1S02463,nd1/Spring2003/02463d276.jpg,1250.0,385.0,1413.0,393.0,1332.0,464.0,1335.0,541.0
nd1R20499,nd1S02463,nd1/Spring2003/02463d275.jpg,1226.0,388.0,1388.0,398.0,1307.0,469.0,1304.0,551.0
nd1R22904,nd1S02463,nd1/Spring2003/02463d289.jpg,983.0,635.0,1146.0,641.0,1063.0,709.0,1058.0,795.0
nd1R22905,nd1S02463,nd1/Spring2003/02463d290.jpg,951.0,637.0,1113.0,639.0,1026.0,715.0,1026.0,802.0
nd1R22907,nd1S02463,nd1/Spring2003/02463d292.jpg,617.0,679.0,945.0,681.0,788.0,834.0,799.0,984.0
nd1R22906,nd1S02463,nd1/Spring2003/02463d291.jpg,635.0,688.0,960.0,691.0,806.0,844.0,804.0,1011.0
nd1R25397,nd1S02463,nd1/Spring2003/02463d305.jpg,837.0,592.0,1159.0,590.0,1015.0,741.0,1006.0,900.0
nd1R25393,nd1S02463,nd1/Spring2003/02463d301.jpg,911.0,433.0,1080.0,439.0,994.0,503.0,996.0,606.0
nd1R25398,nd1S02463,nd1/Spring2003/02463d306.jpg,889.0,584.0,1223.0,586.0,1077.0,730.0,1073.0,904.0
nd1R25394,nd1S02463,nd1/Spring2003/02463d302.jpg,932.0,434.0,1099.0,442.0,1015.0,514.0,1010.0,599.0
nd1R26505,nd1S02463,nd1/Spring2003/02463d310.jpg,773.0,749.0,1103.0,744.0,952.0,874.0,960.0,1047.0
nd1R26504,nd1S02463,nd1/Spring2003/02463d309.jpg,759.0,750.0,1081.0,746.0,929.0,908.0,932.0,1057.0
nd1R26503,nd1S02463,nd1/Spring2003/02463d308.jpg,1081.0,685.0,1263.0,696.0,1169.0,774.0,1166.0,878.0
nd1R26502,nd1S02463,nd1/Spring2003/02463d307.jpg,1028.0,681.0,1209.0,682.0,1133.0,756.0,1126.0,863.0
nd1R27905,nd1S02463,nd1/Spring2003/02463d313.jpg,1016.0,861.0,1190.0,860.0,1102.0,937.0,1104.0,1039.0
nd1R27906,nd1S02463,nd1/Spring2003/02463d314.jpg,1074.0,850.0,1246.0,856.0,1169.0,927.0,1166.0,1011.0
nd1R27910,nd1S02463,nd1/Spring2003/02463d318.jpg,669.0,559.0,1004.0,558.0,858.0,680.0,859.0,867.0
nd1R27909,nd1S02463,nd1/Spring2003/02463d317.jpg,626.0,583.0,953.0,573.0,788.0,713.0,795.0,884.0
nd1R30068,nd1S02463,nd1/Spring2003/02463d322.jpg,709.0,661.0,1031.0,658.0,881.0,813.0,887.0,960.0
nd1R30067,nd1S02463,nd1/Spring2003/02463d321.jpg,696.0,645.0,1015.0,652.0,856.0,793.0,848.0,972.0
nd1R30065,nd1S02463,nd1/Spring2003/02463d319.jpg,1227.0,617.0,1419.0,613.0,1328.0,713.0,1333.0,807.0
nd1R30066,nd1S02463,nd1/Spring2003/02463d320.jpg,1199.0,628.0,1392.0,622.0,1302.0,729.0,1310.0,816.0
nd1R31097,nd1S02463,nd1/Spring2003/02463d325.jpg,991.0,699.0,1152.0,697.0,1067.0,778.0,1073.0,860.0
nd1R31102,nd1S02463,nd1/Spring2003/02463d330.jpg,894.0,758.0,1217.0,762.0,1075.0,905.0,1079.0,1072.0
nd1R31098,nd1S02463,nd1/Spring2003/02463d326.jpg,1031.0,699.0,1191.0,700.0,1111.0,782.0,1115.0,864.0
nd1R31101,nd1S02463,nd1/Spring2003/02463d329.jpg,890.0,773.0,1214.0,780.0,1061.0,926.0,1062.0,1106.0
nd1R32341,nd1S02463,nd1/Spring2003/02463d333.jpg,760.0,768.0,1069.0,775.0,928.0,866.0,923.0,1046.0
nd1R32342,nd1S02463,nd1/Spring2003/02463d334.jpg,758.0,744.0,1074.0,742.0,929.0,853.0,929.0,1039.0
nd1R32339,nd1S02463,nd1/Spring2003/02463d331.jpg,1009.0,867.0,1186.0,883.0,1102.0,949.0,1093.0,1048.0
nd1R32340,nd1S02463,nd1/Spring2003/02463d332.jpg,1030.0,867.0,1207.0,878.0,1117.0,946.0,1115.0,1034.0
nd1R03380,nd1S04201,nd1/Fall2002/2002-239/04201d52.JPG,433.0,629.0,631.0,620.0,545.0,694.0,539.0,814.0
nd1R03381,nd1S04201,nd1/Fall2002/2002-239/04201d53.JPG,424.0,620.0,625.0,611.0,536.0,692.0,533.0,816.0
nd1R03385,nd1S04201,nd1/Fall2002/2002-239/04201d57.JPG,782.0,239.0,878.0,241.0,835.0,282.0,831.0,337.0
nd1R03384,nd1S04201,nd1/Fall2002/2002-239/04201d56.JPG,774.0,241.0,870.0,243.0,821.0,285.0,821.0,340.0
nd1R04260,nd1S04201,nd1/Fall2002/2002-253/04201d66.JPG,481.0,384.0,675.0,362.0,600.0,453.0,597.0,566.0
nd1R04261,nd1S04201,nd1/Fall2002/2002-253/04201d67.JPG,484.0,386.0,679.0,366.0,603.0,468.0,598.0,583.0
nd1R04262,nd1S04201,nd1/Fall2002/2002-253/04201d68.JPG,731.0,458.0,835.0,460.0,785.0,503.0,775.0,565.0
nd1R04263,nd1S04201,nd1/Fall2002/2002-253/04201d69.JPG,735.0,463.0,837.0,465.0,788.0,509.0,782.0,569.0
nd1R05447,nd1S04201,nd1/Fall2002/2002-267/04201d76.JPG,468.0,438.0,660.0,421.0,581.0,516.0,580.0,622.0
nd1R05448,nd1S04201,nd1/Fall2002/2002-267/04201d77.JPG,471.0,442.0,666.0,426.0,581.0,528.0,579.0,634.0
nd1R05451,nd1S04201,nd1/Fall2002/2002-267/04201d80.JPG,739.0,377.0,828.0,373.0,791.0,419.0,790.0,464.0
nd1R05452,nd1S04201,nd1/Fall2002/2002-267/04201d81.JPG,744.0,384.0,834.0,384.0,795.0,428.0,793.0,476.0
nd1R08236,nd1S04201,nd1/Fall2002/2002-288/04201d96.JPG,431.0,526.0,628.0,524.0,559.0,607.0,544.0,724.0
nd1R08237,nd1S04201,nd1/Fall2002/2002-288/04201d97.JPG,431.0,535.0,625.0,528.0,550.0,618.0,536.0,731.0
nd1R08238,nd1S04201,nd1/Fall2002/2002-288/04201d98.JPG,756.0,313.0,847.0,319.0,806.0,359.0,799.0,409.0
nd1R08239,nd1S04201,nd1/Fall2002/2002-288/04201d99.JPG,748.0,313.0,842.0,318.0,799.0,364.0,795.0,410.0
nd1R10592,nd1S04201,nd1/Fall2002/2002-309/04201d106.JPG,705.0,859.0,912.0,854.0,830.0,952.0,819.0,1066.0
nd1R10593,nd1S04201,nd1/Fall2002/2002-309/04201d107.JPG,712.0,854.0,916.0,851.0,832.0,952.0,819.0,1069.0
nd1R10596,nd1S04201,nd1/Fall2002/2002-309/04201d110.JPG,771.0,451.0,864.0,443.0,823.0,489.0,825.0,538.0
nd1R10597,nd1S04201,nd1/Fall2002/2002-309/04201d111.JPG,784.0,454.0,878.0,448.0,840.0,496.0,838.0,546.0
nd1R13154,nd1S04201,nd1/Fall2002/2002-323/04201d120.JPG,642.0,661.0,912.0,657.0,810.0,773.0,788.0,922.0
nd1R13155,nd1S04201,nd1/Fall2002/2002-323/04201d121.JPG,647.0,661.0,913.0,653.0,815.0,781.0,787.0,932.0
nd1R13156,nd1S04201,nd1/Fall2002/2002-323/04201d122.JPG,646.0,336.0,737.0,326.0,708.0,380.0,705.0,428.0
nd1R13157,nd1S04201,nd1/Fall2002/2002-323/04201d123.JPG,659.0,338.0,757.0,334.0,720.0,382.0,717.0,431.0
nd1R16844,nd1S04201,nd1/Spring2003/04201d135.jpg,676.0,628.0,962.0,612.0,848.0,761.0,833.0,920.0
nd1R16843,nd1S04201,nd1/Spring2003/04201d134.jpg,675.0,628.0,967.0,610.0,854.0,758.0,841.0,924.0
nd1R16839,nd1S04201,nd1/Spring2003/04201d130.jpg,887.0,336.0,1028.0,332.0,969.0,402.0,964.0,474.0
nd1R16840,nd1S04201,nd1/Spring2003/04201d131.jpg,881.0,344.0,1018.0,337.0,961.0,409.0,954.0,485.0
nd1R19217,nd1S04201,nd1/Spring2003/04201d145.jpg,1021.0,618.0,1159.0,612.0,1096.0,687.0,1097.0,758.0
nd1R19216,nd1S04201,nd1/Spring2003/04201d144.jpg,1006.0,624.0,1146.0,615.0,1077.0,692.0,1080.0,764.0
nd1R19219,nd1S04201,nd1/Spring2003/04201d147.jpg,669.0,495.0,975.0,463.0,839.0,627.0,842.0,805.0
nd1R19218,nd1S04201,nd1/Spring2003/04201d146.jpg,673.0,502.0,976.0,472.0,837.0,633.0,842.0,804.0
nd1R20583,nd1S04201,nd1/Spring2003/04201d151.jpg,1243.0,550.0,1383.0,549.0,1312.0,612.0,1312.0,693.0
nd1R20588,nd1S04201,nd1/Spring2003/04201d156.jpg,661.0,912.0,958.0,894.0,837.0,1037.0,829.0,1208.0
nd1R20584,nd1S04201,nd1/Spring2003/04201d152.jpg,1231.0,552.0,1373.0,551.0,1303.0,611.0,1294.0,695.0
nd1R20587,nd1S04201,nd1/Spring2003/04201d155.jpg,656.0,917.0,951.0,895.0,838.0,1031.0,832.0,1200.0
nd1R21963,nd1S04201,nd1/Spring2003/04201d159.jpg,1050.0,361.0,1187.0,348.0,1132.0,410.0,1129.0,495.0
nd1R21962,nd1S04201,nd1/Spring2003/04201d158.jpg,1064.0,357.0,1203.0,347.0,1147.0,411.0,1145.0,488.0
nd1R21965,nd1S04201,nd1/Spring2003/04201d161.jpg,706.0,810.0,976.0,794.0,870.0,909.0,858.0,1082.0
nd1R21964,nd1S04201,nd1/Spring2003/04201d160.jpg,709.0,812.0,982.0,796.0,886.0,919.0,870.0,1085.0
nd1R23258,nd1S04201,nd1/Spring2003/04201d165.jpg,957.0,513.0,1118.0,504.0,1044.0,567.0,1047.0,661.0
nd1R23259,nd1S04201,nd1/Spring2003/04201d166.jpg,994.0,508.0,1156.0,508.0,1083.0,569.0,1080.0,670.0
nd1R23262,nd1S04201,nd1/Spring2003/04201d169.jpg,909.0,707.0,1188.0,696.0,1090.0,856.0,1061.0,1008.0
nd1R23263,nd1S04201,nd1/Spring2003/04201d170.jpg,930.0,702.0,1210.0,693.0,1100.0,866.0,1069.0,1007.0
nd1R24459,nd1S04201,nd1/Spring2003/04201d172.jpg,1154.0,434.0,1336.0,426.0,1256.0,505.0,1254.0,614.0
nd1R24458,nd1S04201,nd1/Spring2003/04201d171.jpg,1164.0,274.0,1344.0,264.0,1269.0,345.0,1266.0,452.0
nd1R24460,nd1S04201,nd1/Spring2003/04201d173.jpg,787.0,693.0,1065.0,677.0,956.0,845.0,937.0,983.0
nd1R24461,nd1S04201,nd1/Spring2003/04201d174.jpg,789.0,703.0,1062.0,693.0,945.0,858.0,931.0,1000.0
nd1R28384,nd1S04201,nd1/Spring2003/04201d177.jpg,895.0,543.0,1053.0,542.0,978.0,614.0,978.0,700.0
nd1R28385,nd1S04201,nd1/Spring2003/04201d178.jpg,896.0,542.0,1058.0,538.0,984.0,612.0,983.0,702.0
nd1R28388,nd1S04201,nd1/Spring2003/04201d181.jpg,683.0,792.0,978.0,769.0,850.0,934.0,849.0,1087.0
nd1R28389,nd1S04201,nd1/Spring2003/04201d182.jpg,716.0,793.0,1010.0,765.0,888.0,918.0,880.0,1080.0
nd1R29415,nd1S04201,nd1/Spring2003/04201d183.jpg,1077.0,670.0,1259.0,651.0,1189.0,729.0,1195.0,841.0
nd1R29418,nd1S04201,nd1/Spring2003/04201d186.jpg,715.0,967.0,1013.0,935.0,889.0,1088.0,887.0,1267.0
nd1R29417,nd1S04201,nd1/Spring2003/04201d185.jpg,679.0,986.0,976.0,958.0,851.0,1106.0,851.0,1264.0
nd1R29416,nd1S04201,nd1/Spring2003/04201d184.jpg,1034.0,678.0,1219.0,656.0,1147.0,739.0,1154.0,855.0
nd1R30323,nd1S04201,nd1/Spring2003/04201d189.jpg,905.0,758.0,1073.0,748.0,1007.0,827.0,1007.0,922.0
nd1R30324,nd1S04201,nd1/Spring2003/04201d190.jpg,906.0,764.0,1081.0,754.0,1008.0,841.0,1006.0,918.0
nd1R30327,nd1S04201,nd1/Spring2003/04201d193.jpg,800.0,667.0,1087.0,646.0,979.0,799.0,968.0,950.0
nd1R30328,nd1S04201,nd1/Spring2003/04201d194.jpg,833.0,648.0,1124.0,621.0,1016.0,776.0,1002.0,928.0
nd1R32713,nd1S04201,nd1/Spring2003/04201d197.jpg,622.0,921.0,920.0,896.0,791.0,1014.0,785.0,1188.0
nd1R32712,nd1S04201,nd1/Spring2003/04201d196.jpg,1083.0,866.0,1236.0,862.0,1170.0,937.0,1160.0,1020.0
nd1R32714,nd1S04201,nd1/Spring2003/04201d198.jpg,621.0,917.0,921.0,892.0,800.0,1038.0,793.0,1212.0
nd1R32711,nd1S04201,nd1/Spring2003/04201d195.jpg,1088.0,858.0,1240.0,857.0,1172.0,927.0,1166.0,1011.0
nd1R03463,nd1S04202,nd1/Fall2002/2002-240/04202d57.JPG,452.0,631.0,637.0,620.0,552.0,727.0,558.0,832.0
nd1R03464,nd1S04202,nd1/Fall2002/2002-240/04202d58.JPG,427.0,613.0,608.0,592.0,522.0,702.0,534.0,802.0
nd1R03467,nd1S04202,nd1/Fall2002/2002-240/04202d61.JPG,727.0,682.0,833.0,674.0,778.0,739.0,786.0,795.0
nd1R03468,nd1S04202,nd1/Fall2002/2002-240/04202d62.JPG,714.0,682.0,818.0,673.0,766.0,736.0,774.0,794.0
nd1R04464,nd1S04202,nd1/Fall2002/2002-255/04202d71.JPG,422.0,722.0,608.0,698.0,527.0,806.0,538.0,906.0
nd1R04465,nd1S04202,nd1/Fall2002/2002-255/04202d72.JPG,417.0,729.0,604.0,703.0,525.0,822.0,538.0,912.0
nd1R04466,nd1S04202,nd1/Fall2002/2002-255/04202d73.JPG,721.0,573.0,820.0,565.0,770.0,627.0,777.0,677.0
nd1R04467,nd1S04202,nd1/Fall2002/2002-255/04202d74.JPG,755.0,542.0,858.0,541.0,803.0,600.0,808.0,651.0
nd1R08956,nd1S04202,nd1/Fall2002/2002-290/04202d91.JPG,406.0,831.0,607.0,820.0,513.0,929.0,515.0,1036.0
nd1R08957,nd1S04202,nd1/Fall2002/2002-290/04202d92.JPG,426.0,834.0,627.0,816.0,533.0,935.0,541.0,1039.0
nd1R08960,nd1S04202,nd1/Fall2002/2002-290/04202d95.JPG,670.0,694.0,780.0,684.0,720.0,744.0,724.0,802.0
nd1R08961,nd1S04202,nd1/Fall2002/2002-290/04202d96.JPG,736.0,681.0,845.0,680.0,787.0,740.0,787.0,795.0
nd1R12134,nd1S04202,nd1/Fall2002/2002-317/04202d109.JPG,729.0,866.0,1019.0,854.0,885.0,1014.0,896.0,1180.0
nd1R12135,nd1S04202,nd1/Fall2002/2002-317/04202d110.JPG,736.0,837.0,1028.0,818.0,891.0,988.0,906.0,1143.0
nd1R12136,nd1S04202,nd1/Fall2002/2002-317/04202d111.JPG,780.0,505.0,877.0,503.0,830.0,555.0,831.0,604.0
nd1R12137,nd1S04202,nd1/Fall2002/2002-317/04202d112.JPG,796.0,506.0,896.0,502.0,843.0,558.0,847.0,606.0
nd1R14741,nd1S04202,nd1/Fall2002/2002-345/04202d119.JPG,659.0,1145.0,936.0,1120.0,802.0,1284.0,815.0,1433.0
nd1R14742,nd1S04202,nd1/Fall2002/2002-345/04202d120.JPG,663.0,1125.0,930.0,1097.0,805.0,1263.0,820.0,1406.0
nd1R14745,nd1S04202,nd1/Fall2002/2002-345/04202d123.JPG,756.0,486.0,842.0,482.0,800.0,530.0,807.0,573.0
nd1R14746,nd1S04202,nd1/Fall2002/2002-345/04202d124.JPG,759.0,484.0,849.0,484.0,804.0,531.0,802.0,575.0
nd1R16644,nd1S04202,nd1/Spring2003/04202d134.jpg,657.0,1099.0,934.0,1068.0,809.0,1238.0,825.0,1391.0
nd1R16642,nd1S04202,nd1/Spring2003/04202d132.jpg,1477.0,751.0,1627.0,735.0,1560.0,822.0,1566.0,904.0
nd1R16643,nd1S04202,nd1/Spring2003/04202d133.jpg,643.0,1119.0,924.0,1094.0,798.0,1260.0,811.0,1417.0
nd1R16641,nd1S04202,nd1/Spring2003/04202d131.jpg,1505.0,770.0,1654.0,758.0,1588.0,842.0,1596.0,925.0
nd1R18926,nd1S04202,nd1/Spring2003/04202d149.jpg,725.0,777.0,1058.0,751.0,889.0,938.0,905.0,1117.0
nd1R18927,nd1S04202,nd1/Spring2003/04202d150.jpg,748.0,773.0,1081.0,736.0,913.0,933.0,937.0,1106.0
nd1R18922,nd1S04202,nd1/Spring2003/04202d145.jpg,956.0,753.0,1091.0,747.0,1022.0,819.0,1026.0,887.0
nd1R18923,nd1S04202,nd1/Spring2003/04202d146.jpg,951.0,762.0,1089.0,751.0,1024.0,825.0,1026.0,891.0
nd1R21649,nd1S04202,nd1/Spring2003/04202d161.jpg,843.0,683.0,1128.0,661.0,994.0,829.0,1000.0,972.0
nd1R21647,nd1S04202,nd1/Spring2003/04202d159.jpg,1110.0,796.0,1260.0,778.0,1188.0,875.0,1198.0,948.0
nd1R21648,nd1S04202,nd1/Spring2003/04202d160.jpg,1072.0,760.0,1229.0,746.0,1158.0,840.0,1162.0,915.0
nd1R21650,nd1S04202,nd1/Spring2003/04202d162.jpg,835.0,685.0,1112.0,656.0,985.0,828.0,999.0,977.0
nd1R24030,nd1S04202,nd1/Spring2003/04202d176.jpg,681.0,881.0,968.0,846.0,837.0,1023.0,867.0,1178.0
nd1R24031,nd1S04202,nd1/Spring2003/04202d177.jpg,726.0,883.0,1016.0,847.0,882.0,1025.0,912.0,1175.0
nd1R24026,nd1S04202,nd1/Spring2003/04202d172.jpg,705.0,836.0,896.0,829.0,801.0,926.0,804.0,1026.0
nd1R24027,nd1S04202,nd1/Spring2003/04202d173.jpg,707.0,831.0,907.0,820.0,802.0,917.0,811.0,1015.0
nd1R25372,nd1S04202,nd1/Spring2003/04202d181.jpg,701.0,904.0,988.0,874.0,853.0,1046.0,882.0,1210.0
nd1R25371,nd1S04202,nd1/Spring2003/04202d180.jpg,695.0,933.0,991.0,903.0,853.0,1080.0,867.0,1242.0
nd1R25369,nd1S04202,nd1/Spring2003/04202d178.jpg,873.0,921.0,1031.0,912.0,950.0,989.0,949.0,1075.0
nd1R25370,nd1S04202,nd1/Spring2003/04202d179.jpg,883.0,907.0,1040.0,905.0,957.0,979.0,959.0,1066.0
nd1R26614,nd1S04202,nd1/Spring2003/04202d188.jpg,773.0,832.0,1066.0,802.0,948.0,989.0,959.0,1146.0
nd1R26610,nd1S04202,nd1/Spring2003/04202d184.jpg,1164.0,1070.0,1329.0,1059.0,1247.0,1144.0,1254.0,1236.0
nd1R26611,nd1S04202,nd1/Spring2003/04202d185.jpg,1168.0,1070.0,1333.0,1060.0,1251.0,1141.0,1257.0,1235.0
nd1R26615,nd1S04202,nd1/Spring2003/04202d189.jpg,755.0,837.0,1053.0,800.0,922.0,989.0,942.0,1146.0
nd1R27841,nd1S04202,nd1/Spring2003/04202d192.jpg,664.0,902.0,944.0,872.0,824.0,1048.0,833.0,1203.0
nd1R27842,nd1S04202,nd1/Spring2003/04202d193.jpg,679.0,879.0,962.0,846.0,838.0,1020.0,853.0,1182.0
nd1R27840,nd1S04202,nd1/Spring2003/04202d191.jpg,1128.0,754.0,1282.0,735.0,1207.0,821.0,1220.0,899.0
nd1R27839,nd1S04202,nd1/Spring2003/04202d190.jpg,1118.0,775.0,1268.0,760.0,1196.0,846.0,1212.0,930.0
nd1R29314,nd1S04202,nd1/Spring2003/04202d197.jpg,1122.0,774.0,1309.0,750.0,1229.0,861.0,1241.0,962.0
nd1R29313,nd1S04202,nd1/Spring2003/04202d196.jpg,1093.0,775.0,1284.0,762.0,1196.0,861.0,1205.0,965.0
nd1R29317,nd1S04202,nd1/Spring2003/04202d200.jpg,1007.0,1082.0,1303.0,1050.0,1160.0,1230.0,1181.0,1387.0
nd1R29318,nd1S04202,nd1/Spring2003/04202d201.jpg,979.0,1090.0,1283.0,1051.0,1141.0,1220.0,1165.0,1383.0
nd1R30156,nd1S04202,nd1/Spring2003/04202d203.jpg,1013.0,903.0,1178.0,889.0,1106.0,987.0,1104.0,1072.0
nd1R30157,nd1S04202,nd1/Spring2003/04202d204.jpg,665.0,753.0,953.0,711.0,819.0,900.0,838.0,1051.0
nd1R30155,nd1S04202,nd1/Spring2003/04202d202.jpg,1013.0,896.0,1187.0,881.0,1104.0,986.0,1115.0,1061.0
nd1R30158,nd1S04202,nd1/Spring2003/04202d205.jpg,688.0,725.0,974.0,700.0,839.0,882.0,855.0,1034.0
nd1R31534,nd1S04202,nd1/Spring2003/04202d213.jpg,862.0,739.0,1166.0,715.0,1020.0,885.0,1037.0,1042.0
nd1R31530,nd1S04202,nd1/Spring2003/04202d209.jpg,977.0,1033.0,1146.0,1021.0,1061.0,1119.0,1080.0,1212.0
nd1R31529,nd1S04202,nd1/Spring2003/04202d208.jpg,979.0,1045.0,1147.0,1034.0,1052.0,1121.0,1059.0,1215.0
nd1R31533,nd1S04202,nd1/Spring2003/04202d212.jpg,674.0,736.0,972.0,698.0,830.0,869.0,854.0,1029.0
nd1R32479,nd1S04202,nd1/Spring2003/04202d216.jpg,697.0,968.0,994.0,947.0,860.0,1097.0,865.0,1257.0
nd1R32477,nd1S04202,nd1/Spring2003/04202d214.jpg,1105.0,963.0,1261.0,952.0,1185.0,1038.0,1190.0,1122.0
nd1R32480,nd1S04202,nd1/Spring2003/04202d217.jpg,671.0,988.0,971.0,961.0,831.0,1120.0,850.0,1286.0
nd1R32478,nd1S04202,nd1/Spring2003/04202d215.jpg,1087.0,972.0,1245.0,964.0,1152.0,1045.0,1157.0,1132.0
nd1R03391,nd1S04203,nd1/Fall2002/2002-239/04203d63.JPG,766.0,496.0,864.0,498.0,815.0,549.0,817.0,600.0
nd1R03386,nd1S04203,nd1/Fall2002/2002-239/04203d58.JPG,579.0,977.0,775.0,978.0,689.0,1081.0,692.0,1184.0
nd1R03387,nd1S04203,nd1/Fall2002/2002-239/04203d59.JPG,600.0,972.0,799.0,974.0,712.0,1079.0,714.0,1177.0
nd1R03390,nd1S04203,nd1/Fall2002/2002-239/04203d62.JPG,754.0,496.0,851.0,497.0,802.0,546.0,806.0,608.0
nd1R04781,nd1S04203,nd1/Fall2002/2002-261/04203d72.JPG,558.0,606.0,763.0,598.0,670.0,717.0,674.0,817.0
nd1R04782,nd1S04203,nd1/Fall2002/2002-261/04203d73.JPG,568.0,601.0,777.0,596.0,682.0,720.0,690.0,811.0
nd1R04783,nd1S04203,nd1/Fall2002/2002-261/04203d74.JPG,672.0,566.0,771.0,566.0,716.0,613.0,721.0,668.0
nd1R04784,nd1S04203,nd1/Fall2002/2002-261/04203d75.JPG,688.0,566.0,786.0,567.0,732.0,612.0,733.0,659.0
nd1R08546,nd1S04203,nd1/Fall2002/2002-289/04203d92.JPG,422.0,983.0,619.0,985.0,528.0,1098.0,526.0,1190.0
