rec_id,sub_id,filename,eye1_x,eye1_y,eye2_x,eye2_y,nose_x,nose_y,mouth_x,mouth_y
nd1R82541,nd1S02463,nd1/Spring2004/02463d601.jpg,863.0,686.0,1160.0,687.0,1038.0,790.0,1029.0,947.0
nd1R82542,nd1S02463,nd1/Spring2004/02463d602.jpg,847.0,685.0,1148.0,682.0,1013.0,781.0,1009.0,948.0
nd1R82543,nd1S02463,nd1/Spring2004/02463d603.jpg,834.0,691.0,1134.0,690.0,999.0,793.0,1004.0,952.0
nd1R82540,nd1S02463,nd1/Spring2004/02463d600.jpg,815.0,688.0,1115.0,687.0,987.0,785.0,986.0,964.0
nd1R83838,nd1S02463,nd1/Spring2004/02463d610.jpg,888.0,842.0,1189.0,851.0,1039.0,957.0,1039.0,1137.0
nd1R83837,nd1S02463,nd1/Spring2004/02463d609.jpg,886.0,840.0,1192.0,848.0,1039.0,963.0,1044.0,1128.0
nd1R83836,nd1S02463,nd1/Spring2004/02463d608.jpg,886.0,835.0,1188.0,844.0,1039.0,949.0,1037.0,1128.0
nd1R83839,nd1S02463,nd1/Spring2004/02463d611.jpg,927.0,827.0,1231.0,835.0,1082.0,941.0,1085.0,1103.0
nd1R85582,nd1S02463,nd1/Spring2004/02463d615.jpg,786.0,972.0,1087.0,984.0,937.0,1084.0,938.0,1250.0
nd1R85581,nd1S02463,nd1/Spring2004/02463d614.jpg,765.0,965.0,1070.0,969.0,911.0,1077.0,914.0,1256.0
nd1R85579,nd1S02463,nd1/Spring2004/02463d612.jpg,771.0,962.0,1068.0,970.0,908.0,1072.0,912.0,1245.0
nd1R85580,nd1S02463,nd1/Spring2004/02463d613.jpg,781.0,962.0,1081.0,972.0,927.0,1063.0,927.0,1232.0
nd1R89978,nd1S02463,nd1/Spring2004/02463d632.jpg,850.0,672.0,1150.0,676.0,995.0,776.0,997.0,946.0
nd1R89979,nd1S02463,nd1/Spring2004/02463d633.jpg,875.0,655.0,1183.0,663.0,1024.0,774.0,1026.0,925.0
nd1R89977,nd1S02463,nd1/Spring2004/02463d631.jpg,868.0,668.0,1173.0,679.0,1029.0,791.0,1026.0,950.0
nd1R89976,nd1S02463,nd1/Spring2004/02463d630.jpg,870.0,683.0,1171.0,702.0,1022.0,809.0,1015.0,967.0
nd1R91113,nd1S02463,nd1/Spring2004/02463d636.jpg,791.0,687.0,1086.0,692.0,955.0,803.0,954.0,967.0
nd1R91115,nd1S02463,nd1/Spring2004/02463d638.jpg,769.0,674.0,1071.0,670.0,927.0,791.0,930.0,947.0
nd1R91114,nd1S02463,nd1/Spring2004/02463d637.jpg,750.0,677.0,1055.0,677.0,911.0,792.0,914.0,948.0
nd1R91116,nd1S02463,nd1/Spring2004/02463d639.jpg,770.0,673.0,1070.0,674.0,933.0,781.0,931.0,937.0
nd1R92065,nd1S02463,nd1/Spring2004/02463d644.jpg,774.0,531.0,1076.0,533.0,930.0,624.0,932.0,804.0
nd1R92066,nd1S02463,nd1/Spring2004/02463d645.jpg,788.0,535.0,1099.0,538.0,950.0,631.0,953.0,804.0
nd1R92064,nd1S02463,nd1/Spring2004/02463d643.jpg,780.0,523.0,1081.0,526.0,941.0,619.0,938.0,784.0
nd1R92063,nd1S02463,nd1/Spring2004/02463d642.jpg,739.0,533.0,1039.0,539.0,893.0,628.0,900.0,809.0
nd1R78164,nd1S04200,nd1/Spring2004/04200d71.jpg,809.0,629.0,1050.0,623.0,939.0,765.0,951.0,904.0
nd1R78163,nd1S04200,nd1/Spring2004/04200d70.jpg,795.0,647.0,1037.0,640.0,920.0,781.0,932.0,927.0
nd1R78162,nd1S04200,nd1/Spring2004/04200d69.jpg,781.0,643.0,1020.0,638.0,904.0,785.0,916.0,915.0
nd1R78161,nd1S04200,nd1/Spring2004/04200d68.jpg,885.0,618.0,1119.0,613.0,999.0,754.0,1014.0,895.0
nd1R53880,nd1S04201,nd1/Fall2003/04201d313.jpg,577.0,729.0,833.0,707.0,736.0,842.0,728.0,975.0
nd1R53878,nd1S04201,nd1/Fall2003/04201d311.jpg,584.0,726.0,840.0,702.0,746.0,840.0,733.0,975.0
nd1R53879,nd1S04201,nd1/Fall2003/04201d312.jpg,586.0,733.0,843.0,705.0,747.0,843.0,747.0,978.0
nd1R53877,nd1S04201,nd1/Fall2003/04201d310.jpg,622.0,715.0,877.0,699.0,781.0,828.0,772.0,966.0
nd1R54839,nd1S04201,nd1/Fall2003/04201d317.jpg,716.0,510.0,946.0,507.0,869.0,610.0,839.0,758.0
nd1R54840,nd1S04201,nd1/Fall2003/04201d318.jpg,708.0,510.0,945.0,494.0,852.0,601.0,840.0,745.0
nd1R54841,nd1S04201,nd1/Fall2003/04201d319.jpg,713.0,517.0,955.0,498.0,861.0,604.0,846.0,759.0
nd1R54838,nd1S04201,nd1/Fall2003/04201d316.jpg,697.0,505.0,931.0,495.0,847.0,600.0,826.0,743.0
nd1R56194,nd1S04201,nd1/Fall2003/04201d322.jpg,746.0,579.0,1000.0,562.0,911.0,701.0,897.0,831.0
nd1R56195,nd1S04201,nd1/Fall2003/04201d323.jpg,741.0,575.0,989.0,556.0,897.0,702.0,883.0,831.0
nd1R56196,nd1S04201,nd1/Fall2003/04201d324.jpg,767.0,583.0,1013.0,553.0,929.0,688.0,921.0,827.0
nd1R56197,nd1S04201,nd1/Fall2003/04201d325.jpg,766.0,579.0,1010.0,554.0,924.0,698.0,914.0,828.0
nd1R58489,nd1S04201,nd1/Fall2003/04201d328.jpg,825.0,777.0,1079.0,754.0,973.0,862.0,971.0,1010.0
nd1R58490,nd1S04201,nd1/Fall2003/04201d329.jpg,835.0,767.0,1090.0,742.0,983.0,864.0,982.0,1016.0
nd1R58492,nd1S04201,nd1/Fall2003/04201d331.jpg,853.0,763.0,1109.0,745.0,1005.0,866.0,995.0,1020.0
nd1R58491,nd1S04201,nd1/Fall2003/04201d330.jpg,844.0,763.0,1102.0,745.0,994.0,865.0,986.0,1007.0
nd1R59944,nd1S04201,nd1/Fall2003/04201d335.jpg,763.0,492.0,1016.0,477.0,917.0,595.0,903.0,742.0
nd1R59943,nd1S04201,nd1/Fall2003/04201d334.jpg,735.0,493.0,991.0,474.0,891.0,583.0,879.0,729.0
nd1R59945,nd1S04201,nd1/Fall2003/04201d336.jpg,748.0,491.0,1006.0,474.0,894.0,582.0,888.0,724.0
nd1R59946,nd1S04201,nd1/Fall2003/04201d337.jpg,771.0,491.0,1023.0,479.0,925.0,598.0,906.0,741.0
nd1R63265,nd1S04201,nd1/Fall2003/04201d341.jpg,851.0,582.0,1097.0,566.0,998.0,693.0,982.0,835.0
nd1R63264,nd1S04201,nd1/Fall2003/04201d340.jpg,857.0,579.0,1108.0,568.0,1008.0,681.0,990.0,825.0
nd1R63267,nd1S04201,nd1/Fall2003/04201d343.jpg,799.0,596.0,1050.0,580.0,945.0,695.0,939.0,848.0
nd1R63266,nd1S04201,nd1/Fall2003/04201d342.jpg,812.0,578.0,1065.0,563.0,960.0,676.0,958.0,815.0
nd1R81362,nd1S04201,nd1/Spring2004/04201d383.jpg,833.0,584.0,1101.0,554.0,985.0,698.0,983.0,859.0
nd1R81361,nd1S04201,nd1/Spring2004/04201d382.jpg,864.0,578.0,1134.0,551.0,1012.0,689.0,1022.0,842.0
nd1R81359,nd1S04201,nd1/Spring2004/04201d380.jpg,855.0,584.0,1123.0,564.0,1005.0,706.0,1000.0,851.0
nd1R81360,nd1S04201,nd1/Spring2004/04201d381.jpg,853.0,583.0,1121.0,559.0,1005.0,700.0,1001.0,864.0
nd1R83220,nd1S04201,nd1/Spring2004/04201d389.jpg,889.0,850.0,1168.0,820.0,1061.0,985.0,1051.0,1134.0
nd1R83218,nd1S04201,nd1/Spring2004/04201d387.jpg,887.0,854.0,1165.0,828.0,1057.0,997.0,1047.0,1137.0
nd1R83219,nd1S04201,nd1/Spring2004/04201d388.jpg,884.0,861.0,1158.0,833.0,1054.0,986.0,1047.0,1128.0
nd1R83217,nd1S04201,nd1/Spring2004/04201d386.jpg,878.0,847.0,1154.0,826.0,1048.0,989.0,1040.0,1128.0
nd1R84917,nd1S04201,nd1/Spring2004/04201d395.jpg,713.0,735.0,983.0,720.0,868.0,876.0,851.0,1015.0
nd1R84916,nd1S04201,nd1/Spring2004/04201d394.jpg,727.0,736.0,993.0,729.0,881.0,884.0,866.0,1018.0
nd1R84914,nd1S04201,nd1/Spring2004/04201d392.jpg,770.0,734.0,1038.0,724.0,925.0,880.0,915.0,1017.0
nd1R84915,nd1S04201,nd1/Spring2004/04201d393.jpg,731.0,739.0,998.0,732.0,886.0,890.0,868.0,1027.0
nd1R91709,nd1S04201,nd1/Spring2004/04201d421.jpg,745.0,757.0,1016.0,738.0,904.0,885.0,892.0,1038.0
nd1R91706,nd1S04201,nd1/Spring2004/04201d418.jpg,765.0,752.0,1038.0,739.0,920.0,880.0,914.0,1033.0
nd1R91708,nd1S04201,nd1/Spring2004/04201d420.jpg,729.0,760.0,1001.0,741.0,878.0,880.0,877.0,1026.0
nd1R91707,nd1S04201,nd1/Spring2004/04201d419.jpg,748.0,753.0,1017.0,731.0,904.0,886.0,893.0,1035.0
nd1R92539,nd1S04201,nd1/Spring2004/04201d427.jpg,853.0,775.0,1115.0,753.0,997.0,902.0,997.0,1035.0
nd1R92536,nd1S04201,nd1/Spring2004/04201d424.jpg,899.0,787.0,1161.0,768.0,1044.0,927.0,1039.0,1051.0
nd1R92538,nd1S04201,nd1/Spring2004/04201d426.jpg,883.0,785.0,1143.0,761.0,1022.0,917.0,1023.0,1043.0
nd1R92537,nd1S04201,nd1/Spring2004/04201d425.jpg,898.0,777.0,1159.0,757.0,1046.0,910.0,1041.0,1041.0
nd1R53313,nd1S04202,nd1/Fall2003/04202d363.jpg,810.0,626.0,1057.0,609.0,935.0,758.0,953.0,904.0
nd1R53314,nd1S04202,nd1/Fall2003/04202d364.jpg,820.0,622.0,1071.0,607.0,959.0,752.0,963.0,902.0
nd1R53315,nd1S04202,nd1/Fall2003/04202d365.jpg,819.0,624.0,1068.0,600.0,952.0,748.0,970.0,900.0
nd1R53312,nd1S04202,nd1/Fall2003/04202d362.jpg,794.0,635.0,1041.0,617.0,921.0,768.0,930.0,908.0
nd1R54272,nd1S04202,nd1/Fall2003/04202d369.jpg,847.0,1107.0,1102.0,1103.0,976.0,1238.0,981.0,1381.0
nd1R54273,nd1S04202,nd1/Fall2003/04202d370.jpg,832.0,1097.0,1084.0,1091.0,965.0,1221.0,970.0,1367.0
nd1R54274,nd1S04202,nd1/Fall2003/04202d371.jpg,840.0,1104.0,1090.0,1094.0,964.0,1225.0,979.0,1369.0
nd1R54271,nd1S04202,nd1/Fall2003/04202d368.jpg,841.0,1129.0,1094.0,1129.0,975.0,1259.0,977.0,1409.0
nd1R55732,nd1S04202,nd1/Fall2003/04202d374.jpg,735.0,897.0,996.0,888.0,867.0,1025.0,875.0,1173.0
nd1R55733,nd1S04202,nd1/Fall2003/04202d375.jpg,743.0,895.0,1002.0,874.0,880.0,1023.0,893.0,1158.0
nd1R55734,nd1S04202,nd1/Fall2003/04202d376.jpg,781.0,889.0,1042.0,875.0,920.0,1021.0,928.0,1170.0
nd1R55735,nd1S04202,nd1/Fall2003/04202d377.jpg,762.0,880.0,1021.0,866.0,898.0,1008.0,909.0,1150.0
nd1R56661,nd1S04202,nd1/Fall2003/04202d380.jpg,779.0,989.0,1040.0,971.0,916.0,1117.0,933.0,1265.0
nd1R56662,nd1S04202,nd1/Fall2003/04202d381.jpg,830.0,966.0,1097.0,953.0,965.0,1101.0,975.0,1252.0
nd1R56663,nd1S04202,nd1/Fall2003/04202d382.jpg,780.0,966.0,1047.0,947.0,923.0,1089.0,939.0,1247.0
nd1R56664,nd1S04202,nd1/Fall2003/04202d383.jpg,786.0,961.0,1055.0,936.0,933.0,1090.0,950.0,1243.0
nd1R58303,nd1S04202,nd1/Fall2003/04202d386.jpg,985.0,995.0,1234.0,989.0,1122.0,1139.0,1120.0,1274.0
nd1R58304,nd1S04202,nd1/Fall2003/04202d387.jpg,979.0,1002.0,1233.0,989.0,1110.0,1151.0,1122.0,1282.0
nd1R58305,nd1S04202,nd1/Fall2003/04202d388.jpg,993.0,997.0,1244.0,987.0,1123.0,1148.0,1134.0,1282.0
nd1R58306,nd1S04202,nd1/Fall2003/04202d389.jpg,988.0,1006.0,1250.0,988.0,1116.0,1145.0,1126.0,1268.0
nd1R59733,nd1S04202,nd1/Fall2003/04202d392.jpg,935.0,998.0,1190.0,985.0,1068.0,1146.0,1073.0,1288.0
nd1R59734,nd1S04202,nd1/Fall2003/04202d393.jpg,883.0,1008.0,1142.0,983.0,1016.0,1154.0,1033.0,1293.0
nd1R59735,nd1S04202,nd1/Fall2003/04202d394.jpg,884.0,1022.0,1140.0,1004.0,1014.0,1157.0,1024.0,1297.0
nd1R59736,nd1S04202,nd1/Fall2003/04202d395.jpg,904.0,996.0,1161.0,973.0,1038.0,1141.0,1054.0,1286.0
nd1R61127,nd1S04202,nd1/Fall2003/04202d400.jpg,807.0,1112.0,1073.0,1098.0,945.0,1231.0,958.0,1390.0
nd1R61126,nd1S04202,nd1/Fall2003/04202d399.jpg,842.0,1106.0,1099.0,1091.0,972.0,1253.0,983.0,1396.0
nd1R61125,nd1S04202,nd1/Fall2003/04202d398.jpg,782.0,1104.0,1054.0,1095.0,928.0,1230.0,937.0,1393.0
nd1R61128,nd1S04202,nd1/Fall2003/04202d401.jpg,759.0,1122.0,1026.0,1102.0,901.0,1247.0,914.0,1403.0
nd1R62433,nd1S04202,nd1/Fall2003/04202d406.jpg,863.0,1007.0,1129.0,990.0,1002.0,1128.0,1011.0,1280.0
nd1R62434,nd1S04202,nd1/Fall2003/04202d407.jpg,867.0,999.0,1131.0,981.0,1007.0,1120.0,1018.0,1270.0
nd1R62431,nd1S04202,nd1/Fall2003/04202d404.jpg,860.0,998.0,1112.0,980.0,982.0,1123.0,1004.0,1273.0
nd1R62432,nd1S04202,nd1/Fall2003/04202d405.jpg,882.0,1013.0,1148.0,992.0,1014.0,1134.0,1033.0,1294.0
nd1R63968,nd1S04202,nd1/Fall2003/04202d413.jpg,992.0,1289.0,1243.0,1269.0,1125.0,1420.0,1138.0,1570.0
nd1R63967,nd1S04202,nd1/Fall2003/04202d412.jpg,967.0,1296.0,1232.0,1272.0,1109.0,1422.0,1123.0,1565.0
nd1R63965,nd1S04202,nd1/Fall2003/04202d410.jpg,991.0,1308.0,1255.0,1293.0,1126.0,1452.0,1137.0,1594.0
nd1R63966,nd1S04202,nd1/Fall2003/04202d411.jpg,978.0,1294.0,1227.0,1272.0,1112.0,1447.0,1128.0,1584.0
nd1R65243,nd1S04202,nd1/Fall2003/04202d419.jpg,864.0,1087.0,1126.0,1071.0,1000.0,1239.0,1011.0,1374.0
nd1R65241,nd1S04202,nd1/Fall2003/04202d417.jpg,901.0,1101.0,1159.0,1087.0,1032.0,1248.0,1039.0,1382.0
nd1R65242,nd1S04202,nd1/Fall2003/04202d418.jpg,842.0,1104.0,1115.0,1096.0,981.0,1278.0,985.0,1400.0
nd1R65240,nd1S04202,nd1/Fall2003/04202d416.jpg,875.0,1073.0,1136.0,1060.0,1015.0,1204.0,1025.0,1363.0
nd1R75313,nd1S04202,nd1/Spring2004/04202d458.jpg,843.0,1323.0,1104.0,1322.0,977.0,1478.0,987.0,1621.0
nd1R75314,nd1S04202,nd1/Spring2004/04202d459.jpg,773.0,1324.0,1043.0,1310.0,908.0,1472.0,927.0,1614.0
nd1R75315,nd1S04202,nd1/Spring2004/04202d460.jpg,726.0,1320.0,993.0,1305.0,860.0,1456.0,873.0,1601.0
nd1R75316,nd1S04202,nd1/Spring2004/04202d461.jpg,775.0,1309.0,1041.0,1303.0,902.0,1456.0,912.0,1598.0
nd1R75472,nd1S04202,nd1/Spring2004/04202d467.jpg,1068.0,851.0,1340.0,827.0,1207.0,982.0,1228.0,1133.0
nd1R75471,nd1S04202,nd1/Spring2004/04202d466.jpg,1068.0,851.0,1344.0,834.0,1211.0,987.0,1225.0,1141.0
nd1R75469,nd1S04202,nd1/Spring2004/04202d464.jpg,1132.0,837.0,1404.0,831.0,1268.0,975.0,1275.0,1128.0
nd1R75470,nd1S04202,nd1/Spring2004/04202d465.jpg,1089.0,844.0,1360.0,826.0,1225.0,976.0,1245.0,1126.0
nd1R77242,nd1S04202,nd1/Spring2004/04202d473.jpg,925.0,987.0,1189.0,978.0,1065.0,1126.0,1079.0,1280.0
nd1R77239,nd1S04202,nd1/Spring2004/04202d470.jpg,950.0,982.0,1213.0,970.0,1090.0,1119.0,1100.0,1265.0
nd1R77241,nd1S04202,nd1/Spring2004/04202d472.jpg,936.0,979.0,1200.0,972.0,1075.0,1120.0,1082.0,1275.0
nd1R77240,nd1S04202,nd1/Spring2004/04202d471.jpg,916.0,981.0,1177.0,969.0,1051.0,1119.0,1063.0,1266.0
nd1R78716,nd1S04202,nd1/Spring2004/04202d479.jpg,729.0,751.0,995.0,727.0,868.0,888.0,887.0,1037.0
nd1R78715,nd1S04202,nd1/Spring2004/04202d478.jpg,772.0,734.0,1042.0,717.0,911.0,882.0,923.0,1035.0
nd1R78713,nd1S04202,nd1/Spring2004/04202d476.jpg,756.0,707.0,1025.0,690.0,891.0,843.0,905.0,993.0
nd1R78714,nd1S04202,nd1/Spring2004/04202d477.jpg,744.0,720.0,1013.0,696.0,887.0,860.0,909.0,1005.0
nd1R79714,nd1S04202,nd1/Spring2004/04202d484.jpg,1096.0,993.0,1371.0,970.0,1230.0,1125.0,1244.0,1279.0
nd1R79715,nd1S04202,nd1/Spring2004/04202d485.jpg,1017.0,967.0,1294.0,946.0,1157.0,1109.0,1182.0,1259.0
nd1R79712,nd1S04202,nd1/Spring2004/04202d482.jpg,1140.0,987.0,1409.0,971.0,1274.0,1116.0,1287.0,1270.0
nd1R79713,nd1S04202,nd1/Spring2004/04202d483.jpg,1075.0,1006.0,1349.0,977.0,1213.0,1138.0,1240.0,1290.0
nd1R81145,nd1S04202,nd1/Spring2004/04202d488.jpg,846.0,753.0,1111.0,743.0,972.0,898.0,980.0,1046.0
nd1R81146,nd1S04202,nd1/Spring2004/04202d489.jpg,954.0,741.0,1221.0,723.0,1082.0,872.0,1099.0,1024.0
nd1R81147,nd1S04202,nd1/Spring2004/04202d490.jpg,958.0,741.0,1223.0,730.0,1084.0,871.0,1098.0,1025.0
nd1R81148,nd1S04202,nd1/Spring2004/04202d491.jpg,947.0,735.0,1214.0,724.0,1077.0,866.0,1089.0,1018.0
nd1R83237,nd1S04202,nd1/Spring2004/04202d496.jpg,933.0,1000.0,1195.0,986.0,1066.0,1135.0,1074.0,1282.0
nd1R83239,nd1S04202,nd1/Spring2004/04202d498.jpg,881.0,1019.0,1146.0,996.0,1014.0,1161.0,1029.0,1305.0
nd1R83238,nd1S04202,nd1/Spring2004/04202d497.jpg,938.0,1003.0,1202.0,986.0,1068.0,1137.0,1088.0,1290.0
nd1R83240,nd1S04202,nd1/Spring2004/04202d499.jpg,921.0,1019.0,1183.0,999.0,1047.0,1161.0,1067.0,1307.0
nd1R84421,nd1S04202,nd1/Spring2004/04202d501.jpg,831.0,774.0,1103.0,761.0,968.0,917.0,982.0,1074.0
nd1R84423,nd1S04202,nd1/Spring2004/04202d503.jpg,808.0,769.0,1079.0,752.0,939.0,906.0,957.0,1059.0
nd1R84422,nd1S04202,nd1/Spring2004/04202d502.jpg,790.0,797.0,1059.0,782.0,923.0,936.0,936.0,1085.0
nd1R84420,nd1S04202,nd1/Spring2004/04202d500.jpg,801.0,781.0,1070.0,769.0,937.0,922.0,950.0,1069.0
nd1R85257,nd1S04202,nd1/Spring2004/04202d506.jpg,907.0,657.0,1189.0,641.0,1054.0,809.0,1064.0,969.0
