63.52969 300.50257 198.56803 35.85406 20.05053 11.26322
102.47614 439.15839 317.48944 33.67571 45.25673 38.09831
74.12939 231.60853 198.57643 23.92778 15.76336 28.68588
92.17426 397.07724 310.10869 45.71930 26.34034 34.72752
103.37826 326.69422 295.83016 26.88954 29.05774 49.15903
82.90565 412.09223 274.08112 40.99339 34.28636 22.59913
93.60787 337.77958 258.58515 20.05919 38.67122 36.57869
101.11438 498.90064 351.52178 47.28184 43.50337 34.53671
72.87269 328.39940 249.61476 45.20151 15.38689 22.02047
97.13236 391.30828 320.45226 44.05752 26.66924 39.53001
88.59735 410.84338 312.09684 49.51122 25.92181 31.31466
99.78470 404.38320 290.02791 24.43239 47.50251 36.70542
105.24316 347.96660 305.36532 27.67199 33.09400 48.88415
86.53337 359.15797 240.70413 24.74994 39.77343 26.99859
82.38965 426.61092 260.06930 32.65854 45.46880 18.25191
55.16479 223.12675 157.41735 30.39035 10.28037 11.52321
71.49664 262.33346 179.41692 18.32761 28.09187 20.15917
96.05394 219.84932 235.10636 13.29641 22.57697 48.88564
106.03233 478.63990 347.23829 40.04731 46.64488 39.50388
94.81518 361.46599 297.34931 37.76083 27.22595 39.23746
80.66180 271.69819 224.55626 25.69247 22.11802 30.33652
70.08783 274.42185 171.01153 17.73486 31.27933 16.40334
75.06562 356.95235 211.67845 25.75849 38.45355 15.76596
68.22571 313.58372 205.55955 30.12156 26.21647 14.28453
81.44193 263.62904 212.48916 18.33578 27.20127 31.16852
76.18142 258.87581 205.63864 22.45218 23.45238 25.98235
99.39937 334.87259 310.85898 39.24279 19.49497 48.04224
76.11523 454.68423 268.07050 43.43420 40.67696 11.25735
95.45161 477.93642 308.94915 39.40968 48.08336 27.95768
64.80388 237.54618 171.53748 24.85973 16.83573 17.33725
83.72065 424.73410 274.70276 41.69297 36.43902 22.12414
72.09349 387.91327 207.17200 27.40888 43.27570 10.95853
80.21324 331.73717 203.47145 13.88126 44.30228 20.55757
94.69010 439.09506 319.21462 44.43812 35.45621 32.81041
89.16974 319.51983 297.10557 46.17420 11.26816 40.59828
86.81680 165.74777 209.10707 13.33525 13.03181 44.92310
78.90621 349.60616 227.13969 25.60480 38.07826 20.46831
83.97210 290.62962 223.95658 23.63618 27.77747 31.26222
79.42742 267.86697 203.79883 19.18406 27.27992 28.31947
57.43435 245.86402 157.01590 27.79279 16.97565 10.16585
86.68732 419.02213 294.91736 44.63823 31.80661 25.94014
101.93382 375.05957 327.99586 42.73893 24.10040 46.13168
72.82760 280.58949 191.16615 22.58534 27.45854 20.65941
86.93369 336.79823 231.29268 17.99039 40.89677 28.84142
106.83012 372.43838 303.23214 22.30811 43.26605 46.25799
102.53613 327.78400 272.30281 15.94123 40.29168 45.60168
76.06175 274.58787 179.36646 12.86481 34.46242 21.96307
89.03220 162.62079 209.34902 10.67478 14.02518 47.98548
87.67329 376.34693 248.74180 25.68655 41.66782 26.60245
84.30888 439.56566 302.63236 48.61695 33.12960 23.29645
84.59450 410.51880 291.88657 49.47610 25.68884 25.99637
86.18259 410.16954 293.01835 43.41290 31.37820 27.26836
68.70785 244.71616 149.98905 11.50701 31.10153 16.52163
87.04056 244.40804 243.56697 27.94309 14.41222 40.42143
78.38116 214.85932 202.40612 21.63170 14.51838 33.63835
64.81138 226.67091 145.60710 11.31877 27.86118 15.69760
67.11728 209.07864 176.25438 24.70111 11.51595 22.83606
72.69035 405.14608 226.12602 35.04730 39.11814 10.18163
90.26081 473.22266 303.81759 41.03092 44.91553 24.13728
82.56763 276.16019 252.11962 36.14567 13.36196 34.89350
96.99382 388.59239 302.74478 34.21417 35.06070 37.97150
